,x,y,area,excentricidad,semieje_menor,semieje_mayor,azul,verde,rojo
0,3435,3387,80.5,0.7721870798474162,9.388046264648438,14.775128364562988,33,97,132
1,3427,3238,38.5,0.7112562976812463,6.5788397789001465,9.359130859375,2,22,77
2,3424,3378,36.0,0.8822771398379337,5.362664222717285,11.392221450805664,83,121,156
3,3418,2072,16.0,0.0,0.0,0.0,17,54,104
4,3417,2536,27.0,0.7822645690246892,5.697639465332031,9.146276473999023,30,94,135
5,3418,2338,45.5,0.6399941151626262,7.7658772468566895,10.106821060180664,83,118,151
6,3412,1305,0.0,0.0,0.0,0.0,85,117,153
7,3414,3181,37.0,0.7983533623498116,6.270917892456055,10.413533210754395,11,23,59
8,3412,2155,24.5,0.0,0.0,0.0,42,99,144
9,3409,2883,20.0,0.0,0.0,0.0,82,122,157
10,3411,2348,70.0,0.753785766655224,8.748673439025879,13.3136568069458,23,30,47
11,3407,3365,16.0,0.0,0.0,0.0,58,100,137
12,3408,2496,38.5,0.6670285525023921,6.966238498687744,9.350252151489258,8,19,47
13,3407,2585,27.0,0.8023759021155537,5.214605331420898,8.73733139038086,0,21,56
14,3410,2365,148.5,0.3261178038944135,14.08956527709961,14.904401779174805,57,102,145
15,3407,1221,56.5,0.8172339173130759,7.198659420013428,12.491034507751465,38,89,132
16,3407,2079,108.5,0.727246164076503,12.493478775024414,18.202072143554688,13,52,107
17,3401,2670,16.0,0.0,0.0,0.0,0,22,60
18,3401,2226,92.5,0.8077375182153813,9.782626152038574,16.593595504760742,0,44,107
19,3395,2872,40.5,0.7420985195589195,7.195951461791992,10.735566139221191,2,57,108
20,3399,2655,126.5,0.736090759595854,11.026543617248535,16.290180206298828,18,28,46
21,3409,2137,367.5,0.8824088633774074,16.409500122070312,34.877960205078125,22,76,123
22,3396,1578,51.0,0.699797748639263,7.775190830230713,10.884424209594727,19,34,53
23,3393,3420,16.0,0.0,0.0,0.0,86,123,157
24,3396,2370,59.0,0.8885970960308571,6.689357280731201,14.583658218383789,77,112,152
25,3393,2596,40.0,0.7745966950744905,6.260990142822266,9.899495124816895,0,58,110
26,3392,1650,13.5,0.0,0.0,0.0,13,41,76
27,3387,2655,16.0,0.0,0.0,0.0,12,52,101
28,3386,2900,16.0,0.0,0.0,0.0,14,45,84
29,3390,2879,55.0,0.9674406914950225,5.440042495727539,21.493833541870117,76,121,155
30,3393,2520,244.0,0.714685361348376,17.54011344909668,25.0771484375,70,112,147
31,3386,2885,20.0,0.0,0.0,0.0,48,93,127
32,3385,1488,25.0,0.0,0.0,0.0,64,90,120
33,3383,2715,112.5,0.8369321843019645,9.800872802734375,17.90746307373047,14,50,80
34,3381,1431,120.5,0.7702537887741434,14.512369155883789,22.756023406982422,66,117,160
35,3374,2850,20.0,0.0,0.0,0.0,18,88,128
36,3378,2443,98.5,0.7518781085004671,10.916784286499023,16.558090209960938,0,62,119
37,3375,1578,104.5,0.8171287592614586,9.696343421936035,16.820636749267578,22,37,63
38,3372,1390,106.0,0.44979999384259695,13.81336498260498,15.466254234313965,61,110,142
39,3367,3272,16.0,0.0,0.0,0.0,15,48,97
40,3373,3338,191.5,0.6874954331419474,14.044248580932617,19.33966827392578,13,24,32
41,3366,2577,29.0,0.7768565017298441,5.410686016082764,8.59278678894043,8,23,56
42,3357,2288,4.0,0.0,0.0,0.0,20,59,111
43,3357,2254,34.0,0.6176463696052807,6.870707988739014,8.73629093170166,10,79,128
44,3355,2620,31.0,0.7372731979708789,5.8934760093688965,8.723389625549316,13,22,55
45,3367,2484,364.5,0.6190652253924487,21.090049743652344,26.85468864440918,12,55,104
46,3356,1437,80.5,0.9049293812426789,7.2917046546936035,17.13430404663086,28,84,139
47,3353,2640,16.0,0.0,0.0,0.0,0,21,58
48,3353,2233,59.0,0.7682883490465978,8.015048027038574,12.521479606628418,0,73,121
49,3353,2582,114.5,0.8829991545775795,9.070395469665527,19.32442855834961,80,120,155
50,3353,2832,102.5,0.6638251385441805,10.883919715881348,14.552877426147461,9,67,102
51,3353,3342,176.0,0.7243082214873182,14.259806632995605,20.682083129882812,84,116,152
52,3348,2651,144.0,0.7217988090142208,13.125024795532227,18.963977813720703,6,57,119
53,3345,2638,62.5,0.5222488783627339,8.781789779663086,10.29767894744873,15,28,50
