,x,y,area,excentricidad,semieje_menor,semieje_mayor,azul,verde,rojo
0,159,40,0.0,0.0,0.0,0.0,91,116,126
1,159,91,0.0,0.0,0.0,0.0,50,100,112
2,158,47,0.0,0.0,0.0,0.0,96,120,132
3,154,62,5.0,0.8328450568778324,3.846005439758301,6.948441505432129,98,120,125
4,151,27,0.0,0.0,0.0,0.0,87,115,126
5,146,46,0.0,0.0,0.0,0.0,88,111,126
6,132,23,0.0,0.0,0.0,0.0,92,114,126
7,73,53,0.0,0.0,0.0,0.0,95,111,127
8,71,51,0.0,0.0,0.0,0.0,102,114,126
9,73,41,3.5,0.0,0.0,0.0,93,111,122
10,63,51,0.0,0.0,0.0,0.0,93,115,126
11,53,61,1.0,0.0,0.0,0.0,88,107,122
12,47,53,0.0,0.0,0.0,0.0,94,110,126
13,48,37,0.0,0.0,0.0,0.0,103,112,126
14,46,76,0.0,0.0,0.0,0.0,96,113,126
15,47,45,2.0,0.0,0.0,0.0,97,112,128
16,43,74,0.5,0.0,0.0,0.0,101,115,127
17,40,87,0.5,0.0,0.0,0.0,100,118,125
18,37,68,32.5,0.7636306943863216,5.953030586242676,9.220166206359863,98,111,125
19,31,85,0.5,0.0,0.0,0.0,83,115,120
20,23,63,0.0,0.0,0.0,0.0,101,112,126
21,23,99,2.5,0.0,0.0,0.0,100,113,127
22,21,87,0.0,0.0,0.0,0.0,106,122,129
23,16,69,0.0,0.0,0.0,0.0,99,109,126
24,10,86,0.0,0.0,0.0,0.0,98,117,130
25,3,200,0.0,0.0,0.0,0.0,102,114,126
26,0,3170,0.0,0.0,0.0,0.0,110,116,127
27,201,2971,156033.5,0.12159413647141375,462.3379821777344,465.7942199707031,117,136,151
28,378,2896,44.0,0.4999999214107285,7.4833149909973145,8.640987396240234,36,35,55
29,376,3136,85.0,0.43479626832769314,10.279964447021484,11.415474891662598,28,54,90
30,356,2856,34.0,0.0,7.211102485656738,7.211102485656738,48,73,93
31,298,2823,92.0,0.7937986855658186,8.875978469848633,14.594313621520996,8,46,88
32,278,2819,44.0,0.4999999214107285,7.4833149909973145,8.640987396240234,6,8,38
33,268,2823,109.0,0.6515909544232947,11.003860473632812,14.506048202514648,18,19,33
34,249,3013,34.0,0.0,7.211102485656738,7.211102485656738,55,79,99
35,244,3153,289.0,0.8487291063588963,15.425373077392578,29.168987274169922,12,39,65
36,232,3145,34.0,0.0,7.211102485656738,7.211102485656738,9,60,86
37,224,3146,34.0,0.0,7.211102485656738,7.211102485656738,5,32,58
38,230,2885,587.5,0.7240403795978032,23.017667770385742,33.370662689208984,0,59,101
39,200,3149,34.0,0.0,7.211102485656738,7.211102485656738,6,11,36
40,196,2849,55.0,0.6619868772151312,7.673829078674316,10.238387107849121,7,13,32
41,162,3161,58.0,0.6666666128177567,8.459052085876465,11.349008560180664,37,49,67
42,158,2824,124.5,0.4145690951705897,12.394243240356445,13.619780540466309,17,61,108
43,155,3154,130.5,0.5616111119019686,12.727956771850586,15.383050918579102,7,17,47
44,141,3087,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,51,60,63
45,89,3005,34.0,0.0,7.211102485656738,7.211102485656738,89,91,102
46,78,3107,34.0,0.0,7.211102485656738,7.211102485656738,72,76,77
47,63,2988,34.0,0.0,7.211102485656738,7.211102485656738,33,37,55
48,26,2994,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,35,64,91
49,27,3081,59.5,0.5247639565273744,8.928594589233398,10.488831520080566,73,77,88
50,17,3079,82.0,0.6926370791113814,9.952558517456055,13.798347473144531,16,29,45
51,7,2801,905.0,0.989152199979483,15.443309783935547,105.13214874267578,120,133,155
52,28,1372,24807.0,0.9873974410600542,79.89924621582031,504.8599853515625,115,133,144
53,33,1330,34.0,0.0,7.211102485656738,7.211102485656738,46,66,83
54,32,1287,63.5,0.6304610644804983,8.422541618347168,10.850702285766602,33,26,47
55,26,1331,34.0,0.0,7.211102485656738,7.211102485656738,73,84,92
56,16,1230,102.0,0.641896584987217,10.858513832092285,14.160978317260742,48,65,78
57,9,1271,34.0,0.0,7.211102485656738,7.211102485656738,11,46,66
58,1,175,0.0,0.0,0.0,0.0,100,113,127
59,1098,1741,7399825.0,0.8578230284703556,2331.48095703125,4536.43896484375,111,137,153
60,2189,2426,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,7,36,80
61,2191,644,77.5,0.7805303514899188,8.44727611541748,13.513092994689941,1,17,53
62,2187,1407,51.0,0.31001932901697216,8.574649810791016,9.019014358520508,3,31,48
63,2187,2861,58.0,0.6666666128177567,8.459052085876465,11.349008560180664,80,99,114
64,2187,395,69.0,0.8167557059318172,7.75294303894043,13.437024116516113,36,80,111
65,2183,2208,34.0,0.0,7.211102485656738,7.211102485656738,0,31,49
66,2184,1678,70.5,0.5359217266635793,9.586284637451172,11.3545560836792,3,45,90
67,2182,1735,46.0,0.5345225262926081,7.855844020843506,9.295160293579102,45,89,106
68,2182,1282,34.0,0.0,7.211102485656738,7.211102485656738,41,78,106
69,2182,525,51.0,0.31001932901697216,8.574649810791016,9.019014358520508,4,42,76
70,2181,3329,71.5,0.796070424217577,8.221334457397461,13.584402084350586,44,77,96
71,2180,3346,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,68,82,100
72,2178,81,34.0,0.0,7.211102485656738,7.211102485656738,98,117,125
73,2180,1306,67.0,0.8684975419841395,7.055507183074951,14.233609199523926,26,62,86
74,2176,3428,46.0,0.5345225262926081,7.855844020843506,9.295160293579102,72,81,94
75,2177,2861,46.0,0.5345225262926081,7.855844020843506,9.295160293579102,84,102,119
76,2176,1966,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,47,87,112
77,2179,798,79.5,0.34342667474144833,10.939425468444824,11.64785385131836,7,43,83
78,2172,93,34.0,0.0,7.211102485656738,7.211102485656738,25,45,70
79,2172,82,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,64,95,104
80,2171,2207,58.0,0.5620174030593347,8.439170837402344,10.203012466430664,2,30,65
81,2171,3460,128.0,0.6361358090317463,12.18902587890625,15.797547340393066,16,22,41
82,2168,2008,79.0,0.453972785685748,10.0144681930542,11.239386558532715,1,17,63
83,2165,2860,34.0,0.0,7.211102485656738,7.211102485656738,83,103,120
84,2166,2780,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,17,67,89
85,2168,796,72.0,0.6219297111572956,9.480541229248047,12.106841087341309,5,44,83
86,2167,394,97.0,0.6833843940499198,10.237907409667969,14.023402214050293,17,28,58
87,2164,3427,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,68,75,90
88,2165,87,58.5,0.6568138212576119,8.235857963562012,10.922123908996582,51,82,97
89,2163,444,158.0,0.5130810045808708,13.73798942565918,16.00529670715332,11,16,31
90,2156,2860,46.0,0.5345225262926081,7.855844020843506,9.295160293579102,85,96,118
91,2162,1934,255.5,0.6519481824490101,16.106470108032227,21.241256713867188,7,44,78
92,2153,2593,40.0,0.4082482984688163,7.538788795471191,8.258329391479492,7,58,98
93,2155,579,105.0,0.5169118152105229,11.452900886535645,13.378952980041504,9,73,104
94,2146,432,46.0,0.5345225262926081,7.855844020843506,9.295160293579102,28,33,64
